text,true,pred,prob_pred,correct,true_labels,pred_labels
<SOS> bug spring cleaning notice whole stampede animal running away fear manages stop turtle state tasmanian devil loose not knowing tasmanian devil bug go back hole look <UNK> describes taz strong <UNK> beast ravenous appetite eating several animal though not including rabbit taz appears next <UNK> writing rabbit book getting bugs' attention bug us charm convince taz work together look groundhog unsuccessfully attempting bury devil bury cold cold ground taz attack bug feigns smelling chicken es,other,other,0.7356097102165222,1,other,comedy|other
<SOS> ravi vijay youth thoothukudi aspires become policeman like role model <UNK> encounter specialist dcp devaraj ip srihari completing twelfth standard seventh attempt join college chennai partly earns living driving auto rickshaw course meet information technology professional susheela anushka shetty fall love instantly although susheela reject ravi's advance first ravi get help grandmother <UNK> succeeds winning <UNK> heart meanwhile entire district ruled devaraj relieved police duty without,action,action,0.9108568429946899,1,action,action|crime|drama|romance|thriller
<SOS> film love story prince gypsy girl based parsi play written joseph david david later served writer <UNK> film company story centre imaginary historical royal family kingdom <UNK> main character king sultan saleem khan two warring wife <UNK> begum <UNK> begum rivalry escalates fakir predicts <UNK> bear king's heir <UNK> fit attempt affair kingdom's chief minister general adil khan prithviraj kapoor affair go sour vengeful <UNK> imprisons exile daughter alam ara <UNK> <UNK> exile <UNK> brough,other,romance,0.9325718879699707,0,other,drama|musical|romance
<SOS> slum new york east river <UNK> bridge wealthy people live opulent luxurious apartment picturesque view river destitute poor live nearby crowded <UNK> tenement end street dock east river left luxury apartment right slum dead end kid led tommy gordon billy halop gang street urchin already well path life petty crime member gang besides tommy include <UNK> huntz hall angel bobby jordan spit leo gorcey tb gabriel dell <UNK> bernard <UNK> new kid block search friend spit bit malicious cruel stre,crime,drama,0.6081586480140686,0,crime|drama,comedy|crime|drama|thriller
<SOS> george <UNK> kind average auto mechanic small town northern california celebrating <UNK> birthday local bar best friend nate father figure doc <UNK> step outside drunk ball shining bright white light move around sky grows closer hit head making loud sound knocking come reenters bar learns nobody else saw light nor hear sound doc notice something amiss george quickly achieves <UNK> chess game george begin exhibit remarkable level intelligence easily absorbs vast amount information formulate,drama,comedy,0.698196291923523,0,drama,comedy|drama|other
<SOS> kelly <UNK> aspiring writer <UNK> magazine keep rejecting racy submission kelly decides show magazine boy missing creates fake identity pretending story young woman's wild way actually <UNK> lecherous editor sir hubert suave editor <UNK> colby like concept sure trust fact kelly try fool staging orgy apartment building asking friendly tenant go along scheme sgt hooker vice squad feel fooling however place kelly arrest <UNK> come rescue hoax revealed decides get revenge insisting kelly pose ,comedy,musical,0.9325741529464722,0,comedy,comedy|musical
<SOS> film begin electrician cary <UNK> monitoring electricity box behind old house peering window see huge marijuana crop something pull window hear give dying scream cut see gretel quinn boyfriend ashton smoking marijuana <UNK> room <UNK> new strain called black forest produced little old lady living pasadena <UNK> older brother hansel welch come home <UNK> stoned pair box <UNK> cookie mix gretel agrees bake cooky ashton go buy black forest old lady ashton invited old lady's house lady's name ,comedy,horror,0.9655861854553223,0,comedy|horror,horror|other
<SOS> begin krishna yogi young photographer girlfriend sona <UNK> rao accidentally run young woman drive home night's party deserted stretch east coast road near chennai decide leave dead body drive away later krishna discovers something strange find mysterious shadow appears picture take camera ever since accident krishna experiencing shoulder neck pain think that's bad picture realizes something much sinister behind shadow picture frame extremely unsettling dream unable cope start investigatin,horror,horror,0.96848464012146,1,horror,horror|thriller
<SOS> <UNK> homeworld orcs torn apart mysterious force known <UNK> magic gul'dan powerful orc warlock unites orc clan form horde creates portal world <UNK> orcs begin use <UNK> magic drain life captive <UNK> order sustain portal operational gul'dan lead small <UNK> capture prisoner <UNK> sacrifice bring rest horde portal <UNK> chieftain <UNK> clan pregnant mate <UNK> friend <UNK> <UNK> join initial <UNK> crossing portal <UNK> go labor orcs arrive <UNK> gul'dan assist <UNK> giving birth baby born,other,adventure,0.9188687205314636,0,other,action|adventure|other
<SOS> marius o'dowd shaun <UNK> irish doctor often drunk daughterinlaw moira pamela wood dy serious operation o'dowd performing although o'dowd not blame son stephen liam <UNK> suspect moira died due o'dowd operating influence alcohol accuses criminal neglect o'dowd consequently license practice medicine taken away stephen also not tell daughter pat peggy cummins marius grandfather although several year later becomes friend marius work marius eventually manages redeem saving stephen's life outbr,drama,comedy,0.7326256632804871,0,drama,comedy|drama
<SOS> oxford student arthur arthur askey stinker richard murdoch albert graham moffatt danger sent expelled bad behaviour learning dean <UNK> college amateur egyptologist <UNK> played lead stage version charley's <UNK> albert's wealthy aunt lucy might finance archeological expedition dean lenient nephew friend unfortunately real aunt lucy pick day pay visit oxford <UNK> result <EOS>,comedy,comedy,0.8880552649497986,1,comedy,comedy|musical
<SOS> joint <UNK> plot devised steal highly advanced soviet fighter aircraft <UNK> nato code name <UNK> capable mach 6 invisible radar carry weapon controlled thought former united state air force major mitchell gant vietnam veteran former pow infiltrates soviet union aided ability speak russian due russian mother network soviet dissident three key scientist working fighter goal steal <UNK> fly back friendly territory analysis however kgb gotten wind operation already looking gant dissident gant,action,adventure,0.8232124447822571,0,action,action|adventure|drama|other
<SOS> <UNK> captain walton lead troubled expedition reach north pole ship trapped ice arctic sea crew discovers man victor frankenstein traveling across arctic victor proceeds tell walton crew life story victor grows geneva adopted sister elizabeth <UNK> become love life leaf university <UNK> victor's mother dy giving birth brother william traumatized grief afterward victor vow mother's grave find way conquer death however shunned peer view madman eventually friend henry <UNK> meet waldman profe,horror,horror,0.9412932991981506,1,horror,adventure|horror|other|thriller
