text,true,pred,prob_pred,correct,true_labels,pred_labels
<SOS> afternoon tea english ritual social well culinary affair little book english tea present exquisite array afternoon tea fare dainty sandwich biscuit <UNK> muffin cake traditional english recipe given delight egg watercress sandwich <UNK> cheese scone florentine maid honor <UNK> many favorite recipe accompanied delightful fullcolor illustration <EOS>,cooking,business,0.6816298961639404,0,cooking,business|cooking|history|other|science
<SOS> daisy miller naive young american woman traveling europe family find difficult understand <UNK> society <EOS>,other,business,0.6816298961639404,0,other,business|cooking|history|other|science
<SOS> text priscilla <UNK> christmas love today sprang festive parlor <UNK> hall century ago life still lush page joy world specially embossed diecut jacket wrap book like precious gift selection literary guild better home garden family book service <UNK> copy print <EOS>,religion,business,0.6816298961639404,0,religion,business|cooking|history|other|science
<SOS> trio wild witty romance novella chronicle romantic escapade three former sorority <UNK> bryce escape reputation good girl <UNK> jennifer clark find love fellow agent bryan matthew former college brainiac caroline <UNK> collection includes six week sensuality code pink fantasy forever original <EOS>,romance,business,0.6816298961639404,0,romance,business|cooking|history|other|science
<SOS> examines internal operation television news answer many basic journalistic question beginning <EOS>,other,business,0.6816298961639404,0,other,business|cooking|history|other|science
<SOS> first glorious fullcolor lifestyle book gardening decorating cooking herb 450 fullcolor illustration 25 blackandwhite illustration <EOS>,other,business,0.6816298961639404,0,other,business|cooking|history|other|science
<SOS> studentfriendly style book make content accessible without sacrificing either breadth depth coverage text's informal writing style emphasis problem solving stateoftheart medium package make book ideal fit school large class size wide range student ability background authors' goal create complete package text medium supplement would challenge <UNK> student provide support lesser prepared student giving student chance succeed 4e welcome new coauthor fred <UNK> <UNK> state university creator ,science,business,0.6816298961639404,0,science,business|cooking|history|other|science
<SOS> sixthgrader jeremy thatcher discovers strange magic shop never seen enters life changed forever buying think marble discovers really purchased dragon's egg <EOS>,juvenile,business,0.6816298961639404,0,juvenile,business|cooking|history|other|science
<SOS> friedrich <UNK> considered one significant playwright time year cold war arguably beckett camus sartre brecht rivaled presence european letter alta national translation awardwinning new translation many critic consider finest play joel agee give fresh lease classic twentiethcentury theater <UNK> wrote best understood one grasp <UNK> andthe visit consummate alarming <UNK> blend hilarity horror vertigo play take place somewhere central europe tell elderly millionairess merely promise million,other,business,0.6816298961639404,0,other,business|cooking|history|other|science
<SOS> ben decides take baby sister show tell simply stop cry soon whole school chaos teacher principal even doctor try cheer <EOS>,juvenile,business,0.6816298961639404,0,juvenile,business|cooking|history|other|science
<SOS> bittersweet saga handsome colt wrenched happy country home almost worked death london cab horse adapted easy reading large type short chapter expressive art make must animal lover <EOS>,juvenile,business,0.6816298961639404,0,juvenile,business|cooking|history|other|science
<SOS> stayathome working mom alike learn apply seven simple principle shaping family good adopting attitude action life care filled love encouragement original <EOS>,religion,business,0.6816298961639404,0,religion,business|cooking|history|other|science
<SOS> revised updated dr charles stanley's wellloved life principle study guide series taken new life refreshed content small group individual want bible study that's spiritually sound practical find wealth idea help understand apply scripture real world <EOS>,religion,business,0.6816298961639404,0,religion,business|cooking|history|other|science
<SOS> one finest available book making patchwork quilt author recognized one country's leading authority venerable art book divulges many secret assist making quilt highest <UNK> book contains 100 patchwork pattern complete instruction cutting sewing conceivable sort design <UNK> carefully described flower design rainbow design irish chain fish bird leaf design book show step step detail making kind quilt cover choice pattern piece v patch quilting simple complex quilt choice quilt material <UNK,other,business,0.6816298961639404,0,other,business|cooking|history|other|science
<SOS> snow white tell story life wicked stepmother queen paint different picture snow white <EOS>,juvenile,business,0.6816298961639404,0,juvenile,business|cooking|history|other|science
<SOS> rewriting common <UNK> thought appropriate today author offer gem thing barely worth barely commitment allows familiarity without contempt original 125000 first printing <EOS>,other,business,0.6816298961639404,0,other,business|cooking|history|other|science
<SOS> cousin best friend clara stephanie quinn run <UNK> nest bookstore people go find coveted read no idea <UNK> clara who's reading themthe bookstore made enemy town crier ana <UNK> claim store's occult collection poisoning town's youth meanwhile store's numberone employee molly made no secret anger ana's antic ana found dead killed bust edgar allen poe sculpted molly evidence stacked clara must rely gift make sense senseless murder <EOS>,other,business,0.6816298961639404,0,other,business|cooking|history|other|science
